Informercado;Planilha;Colunas;Referencia Antiga;Mapeado
Dados Gerais;CONTRATO_MONTANTE_MENSAL_CLASSE_VENDEDOR;PERCENTUAL_TIPO_ENERGIA_VENDEDOR;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_CLASSE_VENDEDOR;MONTANTE_MODULADO_MODALIDADE_TIPO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_LEILAO;MES_REFERENCIA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_LEILAO;LEILAO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_LEILAO;PRODUTO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_LEILAO;TIPO_CONTRATO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_LEILAO;MONTANTE_MODULADO_MODALIDADE_TIPO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_TIPO;MES_REFERENCIA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_TIPO;TIPO_CONTRATO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MENSAL_TIPO;MONTANTE_MODULADO_CONTRATO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;MES_REFERENCIA;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;COD_PERFIL_AGENTE_COMPRADOR;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;PERFIL_AGENTE_COMPRADOR;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;CNPJ_AGENTE_COMPRADOR;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;SIGLA_AGENTE_COMPRADOR;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;PERFIL_AGENTE_VENDEDOR;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;SUBMERCADO;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_MOD_PROINFA_AGENTE;MONTANTE_MODULADO_PROINFA;#N/D;NÃO
Dados Gerais;CONTRATO_MONTANTE_PERIODO;MES_REFERENCIA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_PERIODO;RANGE_DURACAO_CONTRATO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_PERIODO;MONTANTE_CCEAL_COMPRA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_PERIODO;MONTANTE_CCEAL_COMPRA_CL_CE;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_PERIODO;MONTANTE_CCEAL_COMPRA_TR;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_PERIODO;MONTANTE_CCEAL_COMPRA_CL_CE_TR;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_ENTREGA_CCEARQ;DATA_ATUALIZACAO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_ENTREGA_CCEARQ;MES_REFERENCIA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_ENTREGA_CCEARQ;SUBMERCADO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_ENTREGA_CCEARQ;MONTANTE_MODULADO_CONTRATO_CCEARQ;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MES_REFERENCIA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;SUBMERCADO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;PERIODO_COMERCIALIZACAO;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_CCEARQ;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_CCEARD;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_PROINFA;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_ITAIPU;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_CCEAL;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_CCGF;005 Contratos;NÃO
Dados Gerais;CONTRATO_MONTANTE_SUBMERCADO_HORARIO;MONTANTE_MODULADO_CONTRATO_CCEN;005 Contratos;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;MES_REFERENCIA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;CEG;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;COD_PARCELA_USINA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;SIGLA_PARCELA_USINA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;PRODUTO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;SIGLA_LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;FONTE_ENERGIA_PRIMARIA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;DATA_LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;GARANTIA_FISICA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;GARANTIA_FISICA_COMPROMETIDA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;CONTRATO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;GERACAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;GERACAO_DESTINADA_LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_GF_GERACAO;GERACAO_LIVRE;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;MES_REFERENCIA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;CEG;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;COD_PARCELA_USINA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;SIGLA_PARCELA_USINA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;PRODUTO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;SIGLA_LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;FONTE_ENERGIA_PRIMARIA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;DATA_LEILAO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;RECEITA_FIXA;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;RECEITA_VARIAVEL;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;RECEITA_FIXA_ATRASO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;RESSARCIMENTO;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;AJUSTE;012 Disponibilidade Leilão;NÃO
Dados Individuais;DISPONIBILIDADE_LEILAO_RECEITA;RECEITA_VENDA;012 Disponibilidade Leilão;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;MES_REFERENCIA;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;ENCARGO_CONST_ON;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;ENCARGO_CONST_OFF;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;OUTROS_SERVICOS_ANCILARES;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;ENCARGO_CS;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;ENCARGO_SEG_ENER;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RECEBIMENTO_ENCARGO_DH;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;ENCARGO_REST_OP_UNIT_COMT;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;ENCARGO_IMPORTACAO;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RECEBIMENTO_ENCARGO_RESERVA_OP;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RESSARCIMENTO_SERVICOS_ANCILARES;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RESSARCIMENTO_CUSTO_OP_MNT_EQUIP;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RESSARCIMENTO_CUSTO_OP_MNT_EQUIP_CAG;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RESSARCIMENTO_CUSTO_IMPL_OP_MNT_SEP;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RESSARCIMENTO_CUSTO_EMERGENCIAL;008 Encargos;NÃO
Dados Gerais;ENCARGO_ESS_ANCILAR;RESSARCIMENTO_DIST_IMPL_OP_MNT;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;MES_REFERENCIA;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;SUBMERCADO;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;PERIODO_COMERCIALIZACAO;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;ENCARGO_CONST_ON_REST_OP_LOCAL;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;ENCARGO_CONST_ON_REST_MULTI;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;ENCARGO_CONST_OFF_REST_OP_LOCAL;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;ENCARGO_CONST_OFF_REST_MULTI;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;ENCARGO_CS;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;TOTAL_NAO_AJUSTADO_ESS;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;VALOR_AJUSTADO_DEMAIS_ESS;008 Encargos;NÃO
Dados Gerais;ENCARGO_HORARIO_SUBMERCADO;CONSUMO_REFERENCIA_ESS;008 Encargos;NÃO
Dados Gerais;ENCARGO_IMPORTACAO_GERACAO;MES_REFERENCIA;008 Encargos;NÃO
Dados Gerais;ENCARGO_IMPORTACAO_GERACAO;GERACAO_SEGURANCA_ENERGETICA;008 Encargos;NÃO
Dados Gerais;ENCARGO_IMPORTACAO_GERACAO;GERACAO_CONSTRAINED_ON;008 Encargos;NÃO
Dados Gerais;ENCARGO_IMPORTACAO_GERACAO;GERACAO_RESERVA_POTENCIA;008 Encargos;NÃO
Dados Gerais;ENCARGO_IMPORTACAO_GERACAO;GERACAO_UNIT_COMMITMENT;008 Encargos;NÃO
Dados Gerais;ENCARGO_IMPORTACAO_GERACAO;IMPORTACAO_LIQUIDA;008 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;MES_REFERENCIA;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;RESERVA_ALIVIO_ESS;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;TOTAL_PENALIDADES_ESS;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;SOBRA_EXCED_FINANCEIRO_MA;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;FATOR_AJUSTE_ESS;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;PAGAMENTO_ENCARGO_ESS;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;PAGAMENTO_ENCARGO_SE;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;EXCEDENTE_FINANCEIRO_IMPORT;005 Encargos;NÃO
Dados Gerais;ENCARGO_PGTO_MENSAL;VALOR_CUSTO_RAZAO_IMPORT;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;MES_REFERENCIA;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;CODIGO_PERFIL_AGENTE;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;SIGLA_PERFIL_AGENTE;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;NOME_EMPRESARIAL;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;CODIGO_PARCELA_USINA;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;NOME_USINA;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_CONSTRAINED_ON;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_CONSTRAINED_OFF;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_COMPENSACAO_SINCRONA;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_PRESTACAO_SERVICO_ANCILAR;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_SEGURANCA_ENERGETICA;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_DESLOCAMENTO_HIDRAULICO;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;RESSARCIMENTO_DESLOCAMENTO_HIDRAULICO;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;RESSARCIMENTO_RESERVA_OPERATIVA;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_IMPORTACAO;005 Encargos;NÃO
Dados Individuais;ENCARGO_RECEBIDO_PERFIL_AGENTE_USINA;ENCARGO_REST_OP_UNIT_COMT;005 Encargos;NÃO
Dados Gerais;ENERGIA_DISTRIB_HORARIO_SUBMERCADO;MES_REFERENCIA;012 InfoDistribuidoras;NÃO
Dados Gerais;ENERGIA_DISTRIB_HORARIO_SUBMERCADO;SUBMERCADO_ENTREGA;012 InfoDistribuidoras;NÃO
Dados Gerais;ENERGIA_DISTRIB_HORARIO_SUBMERCADO;SUBMERCADO_CONSUMO;012 InfoDistribuidoras;NÃO
Dados Gerais;ENERGIA_DISTRIB_HORARIO_SUBMERCADO;PERIODO_COMERCIALIZACAO;012 InfoDistribuidoras;NÃO
Dados Gerais;ENERGIA_DISTRIB_HORARIO_SUBMERCADO;ENERGIA_VERIF_EXPOSI_CCEAR;012 InfoDistribuidoras;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;MES_REFERENCIA;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;CLASSE_AGENTE;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;MONTANTE_MODULADO_ENERGIA_CE_0;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;MONTANTE_MODULADO_ENERGIA_IE_100;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;MONTANTE_MODULADO_ENERGIA_IE_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;MONTANTE_MODULADO_ENERGIA_IE_80;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_CLASSE;MONTANTE_MODULADO_ENERGIA_CQ_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;MES_REFERENCIA;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;FONTE_PRIMARIA;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;GARANTIA_FISICA_CQ_DT_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;GARANTIA_FISICA_IE_DT_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;GARANTIA_FISICA_IE_DT_100;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;GARANTIA_FISICA_IE_DT_80;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_GF_FONTE;GARANTIA_FISICA_INE_DT;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;MES_REFERENCIA;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GERACAO_ENERGIA_INCENTIVADA;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;QUANTIDADE_USINA_INCENTIVADA_ESPECIAL_CONV;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;CAPACIDADE_INSTALADA_ENERGIA_INCENTIVADA;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_DT_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_DT_80;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_DT_100;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;MONTANTE_MODULADO_EI_0;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;MONTANTE_MODULADO_EI_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;MONTANTE_MODULADO_EI_100;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;DESCONTO_MEDIO_EI_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;DESCONTO_MEDIO_EI_80;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;DESCONTO_MEDIO_EI_100;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;DESCONTO_MEDIO_EI_AUTOPRODUTOR;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;DESCONTO_MEDIO_EI_CONSUMIDOR_ESPECIAL;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;DESCONTO_MEDIO_EI_CONSUMIDOR_LIVRE;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_APURADA_0;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_APURADA_50;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_APURADA_80;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;GARANTIA_FISICA_APURADA_100;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_INCENTIVADA_MENSAL;CONSUMO_CONSUMIDOR_ESPECIAL;022 Incentivadas;NÃO
Dados Gerais;ENERGIA_RESERVA_CONSUMO_REFERENCIA;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_CONSUMO_REFERENCIA;TRC_SEG_ENER_SUC;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_CONSUMO_REFERENCIA;TRC_SEG_ENER;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_LIQUIDACAO;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_LIQUIDACAO;EFEITO_CCEAR_DISP_CER;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_LIQUIDACAO;REPASSE_USUARIOS_RESERVA;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_LIQUIDACAO;AJUSTE;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_LIQUIDACAO;VALOR_TOTAL_LIQUID;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_MENSAL_LEILAO;ES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_MENSAL_LEILAO;GERACAO_FONTE_PRIMARIA;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_MENSAL_LEILAO;LEILAO;023 Reserva;NÃO
Dados Gerais;ENERGIA_RESERVA_MENSAL_LEILAO;BALANCO_ENERGETICO_CER;023 Reserva;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;MODALIDADE_ENERGIA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;GERACAO_TOTAL;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;GERACAO_ACR;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;GERACAO_ACL;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;GERACAO_EOLICA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;CAPACIDADE_INSTALADA_EOLICA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;GARANTIA_FISICA_EOLICA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;QUANTIDADE_UG_OP;019 Eólicas;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;MES_REFERENCIA;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;EXCEDENTE_FINANCEIRO;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;EXCEDENTE_FINANCEIRO_POSITIVO;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_RECURSO_DISPONIVEL;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_EXPOSICAO_NEGATIVA;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;COBERTURA_EXPOSICAO_NEGATIVA;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_EXPOSICAO_NEGATIVA_REM;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_EXPOSICAO_NEGATIVA_LIQ;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_RECURSO_DISPONIVEL_EF_ANT;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_RECURSO_COMPENSACAO_EF_N;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;RESERVA_ALIVIO_ESS;009 Exposição Financeira;NÃO
Dados Gerais;FATOR_AJUSTE_GF;ANO_REFERENCIA;Demais Dados;NÃO
Dados Gerais;FATOR_AJUSTE_GF;FATOR_AJUSTE_PDI_ITAIPU;Demais Dados;NÃO
Dados Gerais;FOTOVOLTAICA_ACL;MES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_ACL;GERACAO_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_ACL;CAPACIDADE_INSTALADA_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;MES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;MODALIDADE_ENERGIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;GERACAO_TOTAL;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;GERACAO_ACR;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;GERACAO_ACL;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;MES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;GERACAO_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;CAPACIDADE_INSTALADA_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;GARANTIA_FISICA_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;QUANTIDADE_UG_OP;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;ES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;LEILAO;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;GERACAO_DESTINADA_LEILAO_UFV;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;CAPACIDADE_INSTALADA_TOTAL_UFV;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;GARANTIA_FISICA_UFV;025 Fotovoltaica;NÃO
